open,high,low,close,volume,daily_return,FEAT_DebtEquity_quarterly,FEAT_PE_quarterly,FEAT_EVEBITDA_quarterly,FEAT_ROE_quarterly,price_mom_5d,price_mom_10d,price_mom_20d,vol_w_mom_5d,vol_w_mom_10d,vol_w_mom_20d,volatility_10d,skewness_20d,rsi_14d,zscore_mom_10d_60w,FUT_RET_10D
9.3,9.3,9.3,9.3,0,0.0,,,,,0.0,9.026963657678788,0.8676789587852562,0.0,9.026963657678788,-457.2217149532445,0.028545765513829476,0.36387514276364724,59.102455045180086,1.290954135176661,6.559139784946222
9.91,9.91,9.91,9.91,100,0.06559139784946222,,,,,6.559139784946222,16.17819460726848,7.483731019522777,6.559139784946222,15.58610344262501,-450.66257516829825,0.033369268220774184,0.24283481187542777,70.98445282783712,2.0518647731235005,0.0
9.91,9.91,9.91,9.91,0,0.0,,,,,6.559139784946222,16.17819460726848,7.483731019522777,6.559139784946222,15.58610344262501,-450.66257516829825,0.033369268220774184,0.24283481187542777,70.98445282783712,1.9530442315005032,0.0
9.91,9.91,9.91,9.91,300,0.0,,,,,6.559139784946222,16.17819460726848,7.483731019522777,6.559139784946222,15.58610344262501,-450.66257516829825,0.033369268220774184,0.24283481187542777,70.98445282783712,1.864179299196417,0.0
9.91,9.91,9.91,9.91,0,0.0,,,,,6.559139784946222,16.17819460726848,18.540669856459346,6.559139784946222,15.58610344262501,-441.3350263613568,0.033369268220774184,1.0397081551256508,70.98445282783712,1.7835923740421404,0.0
9.91,9.91,9.91,9.91,0,0.0,,,,,6.559139784946222,6.559139784946222,27.870967741935495,6.559139784946222,6.559139784946222,25.650619571657263,0.02074182121185707,2.264696913729097,70.98445282783712,0.7386800012235342,0.8072653884964698
9.91,9.91,9.91,9.91,0,0.0,,,,,0.0,6.559139784946222,27.870967741935495,0.0,6.559139784946222,25.650619571657263,0.02074182121185707,2.264696913729097,70.98445282783712,0.7237525484008648,0.8072653884964698
9.91,9.91,9.91,9.91,0,0.0,,,,,0.0,6.559139784946222,27.870967741935495,0.0,6.559139784946222,25.650619571657263,0.02074182121185707,2.264696913729097,70.98445282783712,0.709069556350705,0.8072653884964698
9.91,9.91,9.91,9.91,0,0.0,,,,,0.0,6.559139784946222,16.17819460726848,0.0,6.559139784946222,15.58610344262501,0.02074182121185707,3.031880833467565,70.98445282783712,0.6946196332409297,0.8072653884964698
9.91,9.91,9.91,9.91,0,0.0,,,,,0.0,6.559139784946222,16.17819460726848,0.0,6.559139784946222,15.58610344262501,0.02074182121185707,3.031880833467565,70.98445282783712,0.6803919799328783,0.8072653884964698
9.91,9.91,9.91,9.91,0,0.0,,,,,0.0,6.559139784946222,16.17819460726848,0.0,6.559139784946222,15.58610344262501,0.02074182121185707,3.031880833467565,70.98445282783712,0.6663763463547661,0.8072653884964698
9.91,9.91,9.91,9.91,0,0.0,,,,,0.0,0.0,16.17819460726848,0.0,0.0,15.58610344262501,0.0,3.031880833467565,70.98445282783712,-0.01804628400678547,0.8072653884964698
9.91,9.91,9.91,9.91,0,0.0,,,,,0.0,0.0,16.17819460726848,0.0,0.0,15.58610344262501,0.0,3.031880833467565,70.98445282783712,-0.01804628400678547,2.6236125126135157
9.91,9.91,9.91,9.91,0,0.0,,,,,0.0,0.0,16.17819460726848,0.0,0.0,15.58610344262501,0.0,3.031880833467565,70.98445282783712,-0.01804628400678547,2.6236125126135157
9.91,9.91,9.91,9.91,0,0.0,,,,,0.0,0.0,16.17819460726848,0.0,0.0,15.58610344262501,0.0,3.031880833467565,70.98445282783712,-0.02849842277461331,2.6236125126135157
9.99,9.99,9.99,9.99,4000,0.008072653884964698,,,,,0.8072653884964698,0.8072653884964698,7.41935483870968,32.29061553985879,32.29061553985879,38.84975532480502,0.0025527973038695813,4.368498095245864,73.8016186287372,0.044399205986162704,1.8018018018018056
9.99,9.99,9.99,9.99,1900,0.0,,,,,0.8072653884964698,0.8072653884964698,7.41935483870968,32.29061553985879,32.29061553985879,38.84975532480502,0.0025527973038695813,4.368498095245864,73.8016186287372,0.03268359168573041,1.8018018018018056
9.99,9.99,9.99,9.99,0,0.0,,,,,0.8072653884964698,0.8072653884964698,7.41935483870968,32.29061553985879,32.29061553985879,38.84975532480502,0.0025527973038695813,4.368498095245864,73.8016186287372,0.020881085882310756,-5.1051051051051015
9.99,9.99,9.99,9.99,0,0.0,,,,,0.8072653884964698,0.8072653884964698,7.41935483870968,32.29061553985879,32.29061553985879,38.84975532480502,0.0025527973038695813,4.368498095245864,73.8016186287372,0.00898497981353102,-5.1051051051051015
9.99,9.99,9.99,9.99,1400,0.0,,,,,0.8072653884964698,0.8072653884964698,7.41935483870968,32.29061553985879,32.29061553985879,38.84975532480502,0.0025527973038695813,4.368498095245864,73.8016186287372,-0.003011730118454345,4.304304304304307
9.99,9.99,9.99,9.99,0,0.0,,,,,0.0,0.8072653884964698,7.41935483870968,0.0,32.29061553985879,38.84975532480502,0.0025527973038695813,4.368498095245864,73.8016186287372,-0.01511636889694443,14.714714714714727
9.99,9.99,9.99,9.99,0,0.0,,,,,0.0,0.8072653884964698,0.8072653884964698,0.0,32.29061553985879,32.29061553985879,0.0025527973038695813,4.472135955001076,73.8016186287372,-0.02733661184963575,16.416416416416425
10.17,10.17,10.17,10.17,4800,0.018018018018018056,,,,,1.8018018018018056,2.6236125126135157,2.6236125126135157,86.48648648648667,118.77710202634546,118.77710202634546,0.00597907831998983,3.564383826047045,80.8350189702189,0.15383901060377256,3.34316617502457
10.17,10.17,10.17,10.17,0,0.0,,,,,1.8018018018018056,2.6236125126135157,2.6236125126135157,86.48648648648667,118.77710202634546,118.77710202634546,0.00597907831998983,3.564383826047045,80.8350189702189,0.13905213511462133,3.34316617502457
10.17,10.17,10.17,10.17,0,0.0,,,,,1.8018018018018056,2.6236125126135157,2.6236125126135157,86.48648648648667,118.77710202634546,118.77710202634546,0.00597907831998983,3.564383826047045,80.8350189702189,0.13429462647710244,3.34316617502457
10.17,10.17,10.17,10.17,0,0.0,,,,,1.8018018018018056,1.8018018018018056,2.6236125126135157,86.48648648648667,86.48648648648667,118.77710202634546,0.005697797585889004,3.564383826047045,80.8350189702189,0.041540472111034385,3.34316617502457
10.17,10.17,10.17,10.17,55,0.0,,,,,1.8018018018018056,1.8018018018018056,2.6236125126135157,86.48648648648667,86.48648648648667,118.77710202634546,0.005697797585889004,3.564383826047045,80.8350189702189,0.03827714781524609,12.684365781710927
11.11,11.11,9.48,9.48,643,-0.06784660766961648,,,,,-6.784660766961648,-5.1051051051051015,-4.339051463168508,-43.62536873156339,42.86111775492328,75.15173329478208,0.022802344691587574,-3.8765071346324054,32.45471107142734,-0.702020052728579,9.915611814345993
10.42,10.42,9.48,9.48,1100,0.0,,,,,-6.784660766961648,-5.1051051051051015,-4.339051463168508,-43.62536873156339,42.86111775492328,75.15173329478208,0.022802344691587574,-3.8765071346324054,32.45471107142734,-0.6900701133998647,9.915611814345993
10.42,10.42,10.42,10.42,255,0.09915611814345993,,,,,2.4582104228122015,4.304304304304307,5.146316851664978,-18.34055860498111,68.14592788150556,100.43654342136435,0.04016137780413849,1.479577976225731,65.28343340479324,0.3188302394202292,9.98080614203456
11.46,11.46,11.46,11.46,4815,0.0998080614203456,,,,,12.684365781710927,14.714714714714727,15.640766902119086,462.23525713398294,548.7217436204696,581.0123591603284,0.049996948370757306,1.4715813282397134,78.01488322671068,1.392969077401954,-3.054101221640504
11.46,11.72,10.34,11.63,29200,0.014834205933682343,,,,,14.355948869223223,16.416416416416425,17.35620585267408,895.3940703975073,981.8805568839939,1014.1711724238528,0.04972461977514914,1.4046840833456624,79.34810174464232,1.5141687760070592,-7.39466895958728
11.46,11.54,10.51,10.51,12200,-0.09630266552020639,,,,,10.86497890295357,3.34316617502457,6.054490413723501,-235.87308021744718,-279.4984489490107,-160.72134692266513,0.06114145772871288,0.2983216299663135,55.47827394673263,0.147485747835958,2.473834443387246
11.46,11.46,10.51,10.51,5500,0.0,,,,,10.86497890295357,3.34316617502457,6.054490413723501,-235.8730802174472,-279.4984489490107,-160.72134692266513,0.06114145772871288,0.2983216299663135,55.47827394673263,0.14962167134930388,2.473834443387246
11.46,11.54,10.51,10.51,1300,0.0,,,,,0.8637236084452882,3.34316617502457,6.054490413723501,-261.1578903440295,-279.4984489490107,-160.72134692266513,0.06114145772871288,0.2983216299663135,55.47827394673263,0.1568438842013177,12.274024738344448
10.51,10.51,10.51,10.51,0,0.0,,,,,-8.289703315881336,3.34316617502457,5.205205205205199,-741.7337060829935,-279.4984489490107,-193.0119624625239,0.06114145772871288,0.33012746183488784,55.47827394673263,0.16411114183175926,12.274024738344448
11.54,11.54,11.46,11.46,3200,0.09039010466222663,,,,,-1.4617368873602765,12.684365781710927,14.714714714714727,-885.6441844273927,9.74988597011452,96.23637245660132,0.06675017844829748,0.30543357150973766,66.85417670908203,1.123403851427029,-5.235602094240854
11.63,11.63,10.42,10.42,1500,-0.09075043630017454,,,,,-0.8563273073263544,9.915611814345993,4.304304304304307,153.12268046886342,-82.75039974858387,-39.889281993660504,0.07017579887612932,0.10891170783896233,51.37740270393747,0.8109685894111851,11.612284069097889
10.42,10.42,10.42,10.42,0,0.0,,,,,-0.8563273073263544,9.915611814345993,4.304304304304307,153.12268046886342,-82.75039974858387,-39.889281993660504,0.07017579887612932,0.10891170783896233,51.37740270393746,0.7866105322806468,21.59309021113245
11.46,11.46,11.46,11.46,100,0.0998080614203456,,,,,9.039010466222663,9.98080614203456,14.714714714714727,163.103486610898,-98.05440373313161,-29.908475851625944,0.07026630491806629,0.088423505163391,61.66878755796463,0.769306952667394,0.0
11.11,11.11,11.11,11.11,100,-0.03054101221640504,,,,,5.7088487155090295,-3.054101221640504,11.211211211211204,160.04938538925748,-581.6843206937361,-32.962577073266445,0.06392607933902252,0.156625796069338,57.27517761581794,-0.5703943115126895,3.150315031503159
12.15,12.15,10.77,10.77,1300,-0.03060306030603055,,,,,-6.020942408376973,-7.39466895958728,7.8078078078078095,-168.98292792770746,-1054.6271123551003,-72.74655547110616,0.06426920590737795,0.22468039368829928,53.30236464342425,-1.002373902152552,6.4066852367688165
10.77,10.77,10.77,10.77,0,0.0,,,,,3.358925143953928,2.473834443387246,5.899705014749257,-32.85727347744566,120.26540699141769,-159.23304195759283,0.055867149506024144,0.2774872936546714,53.30236464342425,-0.003071448819523543,6.4066852367688165
10.77,10.77,10.77,10.77,0,0.0,,,,,3.358925143953928,2.473834443387246,5.899705014749257,-32.85727347744566,120.26540699141769,-159.23304195759283,0.055867149506024144,0.2774872936546714,53.30236464342425,-0.019334862169303232,14.391829155060364
11.8,11.8,11.8,11.8,100,0.09563602599814303,,,,,2.9668411867364686,12.274024738344448,16.027531956735498,-33.274477019665916,129.829009591232,-149.66943935777851,0.06288369171635157,0.1683469168624628,63.01026399775534,0.971175892010886,4.406779661016946
11.8,11.8,11.8,11.8,0,0.0,,,,,6.210621062106214,12.274024738344448,16.027531956735498,-30.22037579802541,129.829009591232,-149.66943935777851,0.06288369171635157,0.1683469168624628,63.01026399775534,0.9714648684210295,-5.084745762711873
10.86,10.86,10.86,10.86,100,-0.07966101694915262,,,,,0.8356545961002881,-5.235602094240854,6.784660766961648,1.5975009048990447,-167.3854270228085,-157.63554105269378,0.0627413695105666,0.19463071589645659,51.646305669396426,-1.1532343573517319,3.130755064456725
11.63,11.63,11.63,11.63,100,0.07090239410681409,,,,,7.985143918291571,11.612284069097889,22.679324894514764,8.687740315580454,-24.16953316186528,-106.91993291044899,0.05847522012696664,-0.008546077227425246,58.28335785183187,0.9209254740140893,5.1590713671539
12.67,12.67,12.67,12.67,100,0.08942390369733433,,,,,17.64159702878367,21.59309021113245,33.64978902953586,17.630130685313887,-15.227142792131847,-97.97754254071555,0.06300427952545042,-0.13877260307986308,65.22603648801606,2.1162339059006663,-12.312549329123923
11.46,11.46,11.46,11.46,100,-0.09550118389897388,,,,,-2.881355932203389,0.0,9.98080614203456,-1.4835903043978043,-34.758067324063795,-132.81247105719524,0.06622105401539109,-0.02842804293888628,53.97168637624184,-0.6686839930280118,6.020942408376961
11.46,11.46,11.46,11.46,0,0.0,,,,,-2.881355932203389,3.150315031503159,0.0,-1.4835903043978043,-31.70396610242329,-613.3882867961593,0.06525246700231076,0.04286535969130096,53.97168637624184,-0.2885911753674846,6.020942408376961
11.46,11.46,11.46,11.46,0,0.0,,,,,5.524861878453047,6.4066852367688165,-1.4617368873602765,6.482511390517457,8.080012295416427,-1046.5471000596835,0.06410366714402158,0.08182409847664526,53.97168637624184,0.1169536950337466,-4.537521815008738
11.46,11.46,11.46,11.46,0,0.0,,,,,-1.4617368873602765,6.4066852367688165,9.039010466222663,-0.6077280201639521,8.080012295416427,128.34541928683439,0.06410366714402158,0.09594178136041634,53.97168637624184,0.0877673595977389,-12.827225130890053
12.32,12.32,12.32,12.32,100,0.07504363001745196,,,,,-2.7624309392265123,14.391829155060364,17.221693625118938,-2.0457553881521893,15.584375297161623,135.8497822885796,0.06736237503311045,-0.033017610735069945,60.48900834665584,1.1796704869437216,-11.201298701298711
12.32,12.32,12.32,12.32,0,0.0,,,,,7.504363001745196,4.406779661016946,17.221693625118938,7.504363001745199,6.02077269734732,135.8497822885796,0.061245577760985145,-0.033017610735069945,60.48900834665584,-0.25513598028246065,-3.490259740259738
11.2,11.2,11.2,11.2,100,-0.09090909090909094,,,,,-2.2687609075043746,-5.084745762711873,6.565176022835395,-1.5865460891638943,-3.070136393561773,126.7588731976705,0.06854997336200941,-0.01314798572256851,49.83187742973844,-1.5769592946429831,6.160714285714297
11.2,11.2,11.2,11.2,0,0.0,,,,,-2.2687609075043746,3.130755064456725,-2.2687609075043746,-1.5865460891638943,4.895965301353488,-162.48946172145475,0.06307012377984678,0.07401664044011275,49.83187742973844,-0.355292639447624,6.160714285714297
12.23,12.23,12.23,12.23,1500,0.09196428571428572,,,,,6.719022687609066,5.1590713671539,17.37044145873321,136.35988248226468,135.75215446210066,111.58262130023564,0.0658113871188101,-0.02975012807493611,57.76777982992743,-0.012617369807592529,-2.7800490596892824
11.11,11.11,11.11,11.11,100,-0.09157808667211786,,,,,-9.82142857142858,-12.312549329123923,6.621880998080609,119.69771081330771,117.65195542515545,102.42481263302386,0.06551403175726858,-0.012399449896685321,48.73932445285539,-2.558227270230889,7.020702070207041
12.15,12.15,12.15,12.15,100,0.09360936093609373,,,,,-1.379870129870131,6.020942408376961,6.020942408376961,129.0586469069171,136.56300990866222,101.80494258459866,0.06573707413131465,-0.03088430185619676,55.66792934116601,0.1771950241655688,-2.139917695473248
12.15,12.15,12.15,12.15,0,0.0,,,,,8.482142857142861,6.020942408376961,9.360936093609373,138.14955599782618,136.56300990866222,104.85904380623917,0.06573707413131465,-0.10149184660748081,55.66792934116601,0.18524239413809301,-2.139917695473248
10.94,10.94,10.94,10.94,100,-0.0995884773662552,,,,,-2.3214285714285743,-4.537521815008738,1.5784586815227541,128.19070826120065,126.6041621720367,134.68417446745335,0.07406792385726624,-0.1305995325144227,47.081156221697185,-1.356427259187992,8.683729433272402
9.99,9.99,9.99,9.99,200,-0.08683729433272391,,,,,-18.31561733442355,-12.827225130890053,-7.242339832869071,-27.123179176772716,109.23670330549191,117.3167156009086,0.07873195222959083,-0.030221347783990368,41.64921945309818,-2.4672697872888074,8.708708708708702
10.94,10.94,10.94,10.94,5700,0.09509509509509506,,,,,-1.5301530153015275,-11.201298701298711,1.5784586815227541,524.076671532481,643.7743823457886,659.3587576429504,0.08137301264083226,-0.1108169847184513,48.09798368484656,-2.134789636808702,7.8610603290676595
11.89,11.89,11.89,11.89,200,0.08683729433272402,,,,,-2.139917695473248,-3.490259740259738,0.7627118644067732,532.0831943054164,661.1418412123334,667.1626139096809,0.08686728475035974,-0.1237061309880825,53.618268327980225,-0.9884708231346975,-8.662741799831796
11.89,11.89,11.89,11.89,0,0.0,,,,,-2.139917695473248,6.160714285714297,0.7627118644067732,532.0831943054164,670.2327503032425,667.1626139096809,0.08086202074331297,-0.12370613098808245,53.618268327980225,0.44494534080382003,-8.662741799831796
11.89,11.89,11.89,11.89,0,0.0,,,,,8.683729433272402,6.160714285714297,9.484346224677731,542.0420420420419,670.2327503032425,675.1287156045962,0.08086202074331297,-0.2325618586696993,53.618268327980225,0.4461437912612479,0.0
11.89,11.89,11.89,11.89,0,0.0,,,,,19.019019019019012,-2.7800490596892824,2.2355975924333693,559.4095009085867,532.2863217318138,668.0384761939148,0.07541811271183577,-0.12458627411064463,53.618268327980225,-0.855274169564288,0.0
11.89,11.89,11.89,11.89,0,0.0,,,,,8.683729433272402,7.020702070207041,-6.1562746645619555,17.367458866544805,541.4441303990257,659.0960858241813,0.06832188521895907,-0.0461500583146848,53.618268327980225,0.5930221664932787,0.0
11.89,11.89,11.89,11.89,0,0.0,,,,,0.0,-2.139917695473248,3.752181500872598,0.0,532.0831943054163,668.6462042140787,0.061500094183222456,-0.10665105985478415,53.618268327980225,-0.7380639773316906,0.0
11.89,11.89,11.89,11.89,20,0.0,,,,,0.0,-2.139917695473248,3.752181500872598,0.0,532.0831943054163,668.6462042140787,0.061500094183222456,-0.10665105985478415,53.618268327980225,-0.7153459843909089,0.0
11.89,11.89,11.89,11.89,0,0.0,,,,,0.0,8.683729433272402,3.752181500872598,0.0,542.0420420420418,668.6462042140787,0.050793919992769616,-0.10665105985478415,53.618268327980225,0.8525324884738367,0.0
11.89,11.89,10.86,10.86,42200,-0.08662741799831797,,,,,-8.662741799831796,8.708708708708702,-5.235602094240854,-3655.677039529018,-3096.267538620432,-2987.0308353149394,0.05074971109858747,-0.024894304433007136,44.362996098341476,0.8312048459162165,9.484346224677731
11.8,11.8,11.8,11.8,100,0.08655616942909772,,,,,-0.7569386038687953,7.8610603290676595,-4.220779220779214,-3647.0214225861087,-3629.6539637195638,-2985.879581373775,0.049198194448101314,-0.006544227197448723,52.43274173441192,0.6868147324919486,0.7627118644067732
11.89,11.89,10.86,10.86,36900,-0.07966101694915262,,,,,-8.662741799831796,-8.662741799831796,-11.850649350649356,-6586.51294800984,-6586.51294800984,-5925.371106797507,0.0479657681409912,0.09633876027790203,45.349200460749806,-1.6584431492688578,9.484346224677731
10.86,10.86,10.86,10.86,100,0.0,,,,,-8.662741799831796,-8.662741799831796,-3.035714285714286,-6586.51294800984,-6586.51294800984,-5916.280197706597,0.0479657681409912,0.01606927449311352,45.349200460749806,-1.600790923627456,9.484346224677731
11.89,11.89,11.89,11.89,70000,0.09484346224677731,,,,,0.0,0.0,6.160714285714297,52.52940926457177,52.52940926457177,722.7621595678138,0.05803696632412309,-0.06483058905913452,53.35699813878494,-0.3928958826050012,0.0
11.89,11.89,11.89,11.89,66100,0.0,,,,,9.484346224677731,0.0,-2.7800490596892824,3708.20644879359,52.529409264571854,584.8157309963855,0.05803696632412309,0.024103338036145824,53.35699813878494,-0.39077468303509955,0.0
11.89,11.89,11.89,11.89,0,0.0,,,,,0.7627118644067732,0.0,7.020702070207041,3699.5508318506804,52.529409264571854,593.9735396635972,0.05803696632412309,-0.024589136814677504,53.35699813878494,-0.3886577297231747,0.0
11.89,11.89,11.89,11.89,19100,0.0,,,,,9.484346224677731,0.0,-2.139917695473248,6639.042357274412,52.529409264571854,584.6126035699879,0.05803696632412309,0.034320005689769825,53.35699813878493,-0.38654498655322983,0.0
11.89,11.89,11.89,11.89,0,0.0,,,,,9.484346224677731,0.0,-2.139917695473248,6639.042357274412,52.529409264571854,584.6126035699879,0.05803696632412309,0.034320005689769825,53.35699813878493,-0.38443641768908793,0.0
11.89,11.89,11.89,11.89,301,0.0,,,,,0.0,0.0,8.683729433272402,0.0,52.529409264571854,594.5714513066134,0.05803696632412309,0.12104689443534891,53.35699813878494,-0.38233198757090187,0.0
11.89,11.89,11.89,11.89,0,0.0,,,,,0.0,9.484346224677731,19.019019019019012,0.0,3708.20644879359,611.9389101731582,0.04921388223968753,0.26004978611510937,53.35699813878494,0.9103731120678913,0.0
11.89,11.89,11.89,11.89,0,0.0,,,,,0.0,0.7627118644067732,8.683729433272402,0.0,3699.5508318506804,69.89686813111632,0.04125544985925768,0.28633121054956223,53.35699813878494,-0.285863534395104,0.0
11.89,11.89,11.89,11.89,0,0.0,,,,,0.0,9.484346224677731,0.0,0.0,6639.042357274412,52.52940926457151,0.02999213618760071,0.2542846797530131,53.356998138784945,0.8921012681504029,0.0
11.89,11.89,11.89,11.89,0,0.0,,,,,0.0,9.484346224677731,0.0,0.0,6639.042357274412,52.52940926457151,0.02999213618760071,0.2542846797530131,53.356998138784945,0.8690812081912915,0.0
11.89,11.89,11.89,11.89,0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,52.52940926457151,0.0,0.2542846797530131,53.356998138784945,-0.41398035445385567,0.0
11.89,11.89,11.89,11.89,0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,52.52940926457151,0.0,0.2542846797530131,53.356998138784945,-0.4293939297224056,4.541631623212772
11.89,11.89,11.89,11.89,0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,52.52940926457151,0.0,0.2542846797530131,53.356998138784945,-0.44519102697035007,4.541631623212772
11.89,11.89,11.89,11.89,0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,52.52940926457151,0.0,0.2542846797530131,53.356998138784945,-0.4346564766182973,4.541631623212772
11.89,11.89,11.89,11.89,0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,52.52940926457151,0.0,0.2542846797530131,53.356998138784945,-0.40932534439066476,4.541631623212772
11.89,11.89,11.89,11.89,0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,52.52940926457151,0.0,0.2542846797530131,53.356998138784945,-0.3824478110405824,4.541631623212772
11.89,11.89,11.89,11.89,0,0.0,,,,,0.0,0.0,9.484346224677731,0.0,0.0,3708.2064487935895,0.0,0.9485888789952276,53.356998138784945,-0.3739359977545646,4.541631623212772
11.89,11.89,11.89,11.89,0,0.0,,,,,0.0,0.0,0.7627118644067732,0.0,0.0,3699.55083185068,0.0,0.7979414065019694,53.356998138784945,-0.36546782675017425,4.541631623212772
11.89,11.89,11.89,11.89,0,0.0,,,,,0.0,0.0,9.484346224677731,0.0,0.0,6639.042357274411,0.0,4.47213595499958,53.356998138784945,-0.35704137050055046,4.541631623212772
11.89,11.89,11.89,11.89,0,0.0,,,,,0.0,0.0,9.484346224677731,0.0,0.0,6639.042357274411,0.0,4.47213595499958,53.356998138784945,-0.34865473826362897,-9.840201850294362
11.89,11.89,11.89,11.89,0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.356998138784945,-0.3240098555058748,-9.840201850294362
12.43,12.43,12.43,12.43,0,0.04541631623212772,,,,,4.541631623212772,4.541631623212772,4.541631623212772,0.0,0.0,0.0,0.014361900222800027,4.472135954999579,65.80950618745977,0.36225871087335604,-13.757039420756223
12.43,12.43,12.43,12.43,0,0.0,,,,,4.541631623212772,4.541631623212772,4.541631623212772,0.0,0.0,0.0,0.014361900222800027,4.472135954999579,65.80950618745977,0.3795745239508695,-13.757039420756223
12.43,12.43,12.43,12.43,0,0.0,,,,,4.541631623212772,4.541631623212772,4.541631623212772,0.0,0.0,0.0,0.014361900222800027,4.472135954999579,65.80950618745979,0.3976286433431988,-13.757039420756223
12.43,12.43,12.43,12.43,0,0.0,,,,,4.541631623212772,4.541631623212772,4.541631623212772,0.0,0.0,0.0,0.014361900222800027,4.472135954999579,65.80950618745979,0.3797808610590621,-13.757039420756223
12.43,12.43,12.43,12.43,0,0.0,,,,,4.541631623212772,4.541631623212772,4.541631623212772,0.0,0.0,0.0,0.014361900222800027,4.472135954999579,65.80950618745979,0.3554553585164809,-13.757039420756223
12.43,12.43,12.43,12.43,0,0.0,,,,,0.0,4.541631623212772,4.541631623212772,0.0,0.0,0.0,0.014361900222800027,4.472135954999579,65.80950618745977,0.34973467331329794,-13.757039420756223
12.43,12.43,12.43,12.43,0,0.0,,,,,0.0,4.541631623212772,4.541631623212772,0.0,0.0,0.0,0.014361900222800027,4.472135954999579,65.80950618745979,0.34403629339366965,-13.757039420756223
12.43,12.43,12.43,12.43,0,0.0,,,,,0.0,4.541631623212772,4.541631623212772,0.0,0.0,0.0,0.014361900222800027,4.472135954999579,65.80950618745977,0.3712853209247085,-13.757039420756223
10.72,10.72,10.72,10.72,100,-0.13757039420756223,,,,,-13.757039420756223,-9.840201850294362,-9.840201850294362,-13.757039420756223,-13.757039420756223,-13.757039420756223,0.047304002336859476,-3.6522781212548807,26.01677976208937,-1.8314439420260535,0.0
10.72,10.72,10.72,10.72,0,0.0,,,,,-13.757039420756223,-9.840201850294362,-9.840201850294362,-13.757039420756223,-13.757039420756223,-13.757039420756223,0.047304002336859476,-3.6522781212548807,26.01677976208937,-1.7876133399628316,0.0
10.72,10.72,10.72,10.72,0,0.0,,,,,-13.757039420756223,-13.757039420756223,-9.840201850294362,-13.757039420756223,-13.757039420756223,-13.757039420756223,0.043503578430313154,-3.6522781212548807,26.016779762089357,-2.2668340129652846,0.0
