time,open,high,low,close,volume,daily_return,FEAT_DebtEquity_quarterly,FEAT_PE_quarterly,FEAT_EVEBITDA_quarterly,FEAT_ROE_quarterly,price_mom_5d,price_mom_10d,price_mom_20d,vol_w_mom_5d,vol_w_mom_10d,vol_w_mom_20d,volatility_10d,skewness_20d,rsi_14d,zscore_mom_10d_60w,FUT_RET_10D
2020-04-16,14.67,14.67,14.67,14.67,0,0.0,0.2448050649,7.0099842667,4.496073169,0.1226766116,0.0,0.0,0.5483207676490798,0.0,0.0,0.5483207676490798,0.0,4.472135954999578,100.0,-0.47736614818334655,-18.81390593047034
2020-04-17,14.67,14.67,14.67,14.67,0,0.0,0.2448050649,7.0099842667,4.496073169,0.1226766116,0.0,0.0,0.5483207676490798,0.0,0.0,0.5483207676490798,0.0,4.472135954999578,100.0,-0.47736614818334655,-18.81390593047034
2020-04-20,14.67,14.67,14.67,14.67,0,0.0,0.2448050649,7.0099842667,4.496073169,0.1226766116,0.0,0.0,0.5483207676490798,0.0,0.0,0.5483207676490798,0.0,4.472135954999578,100.0,-0.47736614818334655,-18.81390593047034
2020-04-21,14.67,14.67,14.67,14.67,0,0.0,0.2448050649,7.0099842667,4.496073169,0.1226766116,0.0,0.0,0.5483207676490798,0.0,0.0,0.5483207676490798,0.0,4.472135954999578,100.0,-0.47736614818334655,-18.81390593047034
2020-04-22,13.21,13.21,13.21,13.21,100,-0.09952283571915466,0.2448050649,7.0099842667,4.496073169,0.1226766116,-9.952283571915466,-9.952283571915466,-9.458533241946531,-9.952283571915466,-9.952283571915466,-9.403962804266385,0.03147188400712904,-4.449057971052486,10.399382468591028,-3.2477910030539308,-9.841029523088574
2020-04-23,11.91,11.91,11.91,11.91,100,-0.09841029523088574,0.2448050649,7.0099842667,4.496073169,0.1226766116,-18.81390593047034,-18.81390593047034,-18.368745716244007,-19.793313095004038,-19.793313095004038,-19.244992327354957,0.04172879182456821,-2.87919488713076,5.593519763374928,-4.570818410860892,0.0
2020-04-24,11.91,11.91,11.91,11.91,0,0.0,0.2448050649,7.0099842667,4.496073169,0.1226766116,-18.81390593047034,-18.81390593047034,-18.368745716244007,-19.793313095004038,-19.793313095004038,-19.244992327354957,0.04172879182456821,-2.87919488713076,5.593519763374928,-3.874833373599192,0.0
2020-04-27,11.91,11.91,11.91,11.91,0,0.0,0.2448050649,7.0099842667,4.496073169,0.1226766116,-18.81390593047034,-18.81390593047034,-18.368745716244007,-19.793313095004038,-19.793313095004038,-19.244992327354957,0.04172879182456821,-2.87919488713076,5.593519763374928,-3.409818037094649,0.0
2020-04-28,11.91,11.91,11.91,11.91,0,0.0,0.2448050649,7.0099842667,4.496073169,0.1226766116,-18.81390593047034,-18.81390593047034,-18.368745716244007,-19.793313095004038,-19.793313095004038,-19.244992327354957,0.04172879182456821,-2.87919488713076,5.593519763374928,-3.069819051403435,0.0
2020-04-29,11.91,11.91,11.91,11.91,0,0.0,0.2448050649,7.0099842667,4.496073169,0.1226766116,-9.841029523088574,-18.81390593047034,-18.81390593047034,-9.841029523088574,-19.793313095004038,-19.793313095004038,0.04172879182456821,-2.8881291359854644,5.593519763374928,-2.8064922581505907,0.0
