time,open,high,low,close,volume,daily_return,FEAT_DebtEquity_quarterly,FEAT_PE_quarterly,FEAT_EVEBITDA_quarterly,FEAT_ROE_quarterly,price_mom_5d,price_mom_10d,price_mom_20d,vol_w_mom_5d,vol_w_mom_10d,vol_w_mom_20d,volatility_10d,skewness_20d,rsi_14d,zscore_mom_10d_60w,FUT_RET_10D
2020-04-16,6.4,6.4,6.19,6.4,755030,0.07023411371237454,0.2876134275,3.8106040606,2.6915985825,0.2478690497,14.490161001788927,17.647058823529417,10.726643598615926,99601.8354928355,102666.96874303161,98336.35335198749,0.03337124671758843,0.8839526088700249,68.35277918281514,3.3951164184601774,-5.625000000000002
2020-04-17,6.67,6.67,6.35,6.43,467290,0.004687499999999956,0.2876134275,3.8106040606,2.6915985825,0.2478690497,17.550274223034744,16.909090909090896,12.412587412587417,104000.12856640434,104310.77297097276,100867.67488096672,0.0335544042073245,0.8287394107405639,68.87087955369988,2.9570907688201142,-6.3763608087091805
2020-04-20,6.37,6.43,6.23,6.28,918260,-0.023328149300155476,0.2876134275,3.8106040606,2.6915985825,0.2478690497,15.229357798165143,11.15044247787611,11.15044247787611,83644.34321380955,81290.466594612,79960.5992738367,0.03546652611702345,0.8063274811762382,63.29158859925757,1.9263219079900182,-0.9554140127388644
2020-04-21,6.28,6.29,5.98,6.04,527200,-0.03821656050955413,0.2876134275,3.8106040606,2.6915985825,0.2478690497,8.05008944543828,6.7137809187279185,11.029411764705866,55736.71930216346,61035.84633645293,62729.78432541217,0.03874758062753851,0.791866214580016,55.53900995816817,1.1996406912110493,2.4834437086092676
2020-04-22,5.92,6.28,5.86,6.26,329280,0.0364238410596025,0.2876134275,3.8106040606,2.6915985825,0.2478690497,4.682274247491636,13.818181818181818,14.233576642335755,25643.850058362324,77224.25903858004,74366.00023892985,0.03755353423506788,0.6319901214986867,60.33525115481642,2.164060868929315,-1.5974440894568676
2020-04-23,6.41,6.41,6.19,6.25,276370,-0.0015974440894568342,0.2876134275,3.8106040606,2.6915985825,0.2478690497,-2.34375,11.806797853309492,12.8158844765343,-27826.498440895008,71775.3370519405,73237.58030935732,0.03783775330847864,0.6968466798395313,60.01831797461242,1.78229408859081,-1.4399999999999968
2020-04-24,6.25,6.31,6.13,6.28,222690,0.0048000000000001375,0.2876134275,3.8106040606,2.6915985825,0.2478690497,-2.3328149300155476,14.808043875685573,15.229357798165143,-28948.008315894956,75052.1202505094,75491.60061260645,0.036141334348497,0.6384995853124272,60.68551652773681,2.094147851856697,0.9554140127388422
2020-04-27,6.16,6.25,6.07,6.07,323400,-0.03343949044585992,0.2876134275,3.8106040606,2.6915985825,0.2478690497,-3.343949044585992,11.376146788990837,11.376146788990837,-18341.033149725285,65303.31006408427,64677.269402415346,0.038922183776005925,0.6049439648175909,53.90440322812423,1.5537357960067468,4.1186161449752845
2020-04-28,6.07,6.2,6.01,6.2,249030,0.021416803953871577,0.2876134275,3.8106040606,2.6915985825,0.2478690497,2.6490066225165476,10.912343470483021,17.202268431001897,7140.1642395442905,62876.883541707764,71932.16398095625,0.03877235730349082,0.48510656683752457,57.10020549642827,1.435556024492267,2.741935483870961
2020-04-29,6.13,6.23,6.1,6.16,108460,-0.006451612903225823,0.2876134275,3.8106040606,2.6915985825,0.2478690497,-1.5974440894568676,3.0100334448160515,16.446124763705107,-5553.220080045494,20090.629978316847,71232.42204547238,0.033016959589722054,0.5088228096538171,55.817889116741696,0.3641954491480723,5.8441558441558294
2020-05-04,6.1,6.14,6.02,6.04,254650,-0.019480519480519543,0.2876134275,3.8106040606,2.6915985825,0.2478690497,-3.3599999999999963,-5.625000000000002,11.029411764705866,-10072.44874275661,-37898.9471836516,64768.021559379995,0.023740299293102007,0.7005775666957809,52.04201456885693,-0.7759962694041659,8.940397350993369
2020-05-05,5.99,6.1,5.98,6.02,138660,-0.0033112582781458233,0.2876134275,3.8106040606,2.6915985825,0.2478690497,-4.140127388535042,-6.3763608087091805,9.45454545454545,-11600.49981560434,-40548.50813149928,63762.26483947347,0.023491669328996937,0.7747154845544227,51.41771880816566,-0.8531876867681643,8.30564784053156
2020-05-06,6.07,6.22,6.01,6.22,320680,0.03322259136212624,0.2876134275,3.8106040606,2.6915985825,0.2478690497,2.471169686985175,-0.9554140127388644,10.088495575221224,9867.6519925934,-8473.381157131867,72817.08543748011,0.025649541822527683,0.7462585473102223,56.97590071726735,-0.13548401924598813,8.199356913183298
2020-05-07,6.22,6.28,6.13,6.19,111730,-0.004823151125401881,0.2876134275,3.8106040606,2.6915985825,0.2478690497,-0.1612903225806428,2.4834437086092676,9.363957597173144,3995.33462871961,11135.49886826392,72171.34520471685,0.022152602820446135,0.7745534117361869,55.94202349639698,0.30794399958915747,6.946688206785123
2020-05-08,6.22,6.28,6.16,6.16,408210,-0.004846526655896688,0.2876134275,3.8106040606,2.6915985825,0.2478690497,0.0,-1.5974440894568676,12.00000000000001,2716.6759179998962,-2836.5441620455795,74387.71487653446,0.018749772238352697,0.7936242661136148,54.869774554478326,-0.22865614785745425,5.519480519480524
2020-05-11,6.19,6.19,6.13,6.16,330730,0.0,0.2876134275,3.8106040606,2.6915985825,0.2478690497,1.9867549668874274,-1.4399999999999968,10.196779964221836,7677.390203714198,-2395.058539042395,69380.27851289809,0.018755190681275583,0.8879186486759828,54.869774554478326,-0.19599749034706349,5.519480519480524
2020-05-12,6.16,6.43,6.14,6.34,578210,0.02922077922077926,0.2876134275,3.8106040606,2.6915985825,0.2478690497,5.315614617940212,0.9554140127388422,15.904936014625237,25032.276029808672,13431.77621420435,88483.89646471375,0.021082011798491042,0.697623352569058,60.180716059684016,0.13024690439187103,2.8391167192429068
2020-05-13,6.34,6.38,6.28,6.32,370820,-0.003154574132492094,0.2876134275,3.8106040606,2.6915985825,0.2478690497,1.6077170418006492,4.1186161449752845,15.963302752293584,13208.67625199131,23076.328244584733,88379.63830866899,0.017417723281957936,0.6959343511822988,59.34505393663116,0.5650070601448337,3.639240506329111
2020-05-14,6.28,6.37,6.25,6.37,288500,0.007911392405063333,0.2876134275,3.8106040606,2.6915985825,0.2478690497,2.9079159935379684,2.741935483870961,13.953488372093027,16030.003636093235,20025.33826481286,82902.22180652063,0.016428125786724743,0.8054154662339793,60.810168077178325,0.39382878870266075,4.395604395604402
2020-05-15,6.37,6.78,6.34,6.52,660980,0.023547880690737655,0.2876134275,3.8106040606,2.6915985825,0.2478690497,5.8441558441558294,5.8441558441558294,9.030100334448154,33573.082461260594,36289.75837926051,56380.38835757735,0.017263038256610432,0.6560611569564176,64.89718093795392,0.8204046233856411,3.220858895705536
2020-05-18,6.58,6.64,6.52,6.58,425070,0.00920245398773023,0.2876134275,3.8106040606,2.6915985825,0.2478690497,6.818181818181812,8.940397350993369,2.8124999999999956,37484.769577825085,45162.1597815393,7263.212597887693,0.014797405746695514,-0.12079846422499428,66.406338618884,1.2217364941732218,9.27051671732524
2020-05-19,6.61,6.68,6.49,6.52,412140,-0.00911854103343468,0.2876134275,3.8106040606,2.6915985825,0.2478690497,2.8391167192429068,8.30564784053156,1.3996889580093264,16830.90732305854,41863.18335286723,1314.6752213679451,0.01542181447207509,-0.01580890690199746,63.467804215446336,1.113101967542204,6.288343558282206
2020-05-20,6.46,6.73,6.46,6.73,382650,0.03220858895705536,0.2876134275,3.8106040606,2.6915985825,0.2478690497,6.487341772151911,8.199356913183298,7.165605095541405,30325.303067286495,43533.97931927782,35060.59816214595,0.015240664955744007,-0.17522177888986634,68.69004008413347,1.0747422524704386,4.309063893016329
2020-05-21,6.8,6.8,6.62,6.62,208560,-0.01634472511144136,0.2876134275,3.8106040606,2.6915985825,0.2478690497,3.9246467817896313,6.946688206785123,9.60264900662251,24634.010489183514,40664.014125276764,51799.51299354067,0.016685989862127833,0.1211046703987317,63.56434948418014,0.8851573473613812,5.58912386706949
2020-05-22,6.61,6.73,6.49,6.5,245310,-0.01812688821752273,0.2876134275,3.8106040606,2.6915985825,0.2478690497,-0.30674846625766694,5.519480519480524,3.833865814696491,4622.625361579238,38195.70782283985,35359.163660794264,0.018182825619592315,0.2240567720759307,58.44104860389157,0.6818175249279852,9.38461538461539
2020-05-25,6.5,6.64,6.46,6.5,209720,0.0,0.2876134275,3.8106040606,2.6915985825,0.2478690497,-1.2158054711246202,5.519480519480524,4.0000000000000036,710.9382450147496,38195.70782283985,35800.64928379745,0.018182825619592315,0.21038409374267958,58.44104860389157,0.6586822113983353,9.38461538461539
2020-05-26,6.61,6.61,6.5,6.52,315590,0.003076923076922977,0.2876134275,3.8106040606,2.6915985825,0.2478690497,0.0,2.8391167192429068,3.821656050955413,5440.099900380641,22271.0072234392,35702.78343764354,0.016166471523642867,0.2262138237181689,59.07858504450557,0.2920763555430863,8.128834355828229
2020-05-27,6.52,6.71,6.52,6.55,400230,0.004601226993865115,0.2876134275,3.8106040606,2.6915985825,0.2478690497,-2.6745913818722267,3.639240506329111,7.907742998352552,-5042.967584281958,25282.33548300455,48358.66372758927,0.01602810083553761,0.5337968046209268,60.06813109884128,0.377785893782019,8.3969465648855
2020-05-28,6.62,6.71,6.56,6.65,225260,0.01526717557251911,0.2876134275,3.8106040606,2.6915985825,0.2478690497,0.45317220543807935,4.395604395604402,7.258064516129026,1804.9722544259066,26438.982743609435,46464.32100842229,0.016407364361536222,0.5721291563826666,63.257586126765794,0.4606358846188296,1.2030075187969835
2020-05-29,6.67,6.78,6.64,6.73,264350,0.012030075187969835,0.2876134275,3.8106040606,2.6915985825,0.2478690497,3.5384615384615348,3.220858895705536,9.253246753246746,9431.829579006233,14054.454940585485,50344.213319845985,0.01528197453984648,0.4104721439729439,65.62316486427213,0.29167204798623547,0.4457652303120341
2020-06-01,6.76,7.19,6.76,7.19,859980,0.06835066864784545,0.2876134275,3.8106040606,2.6915985825,0.2478690497,10.615384615384627,9.27051671732524,19.03973509933776,68212.03760278036,68922.97584779513,114085.13562933441,0.02571458283787426,1.3445574616172051,75.42190870189185,1.0577248903404526,-7.371349095966629
2020-06-02,7.31,7.31,6.9,6.93,395570,-0.03616133518776088,0.2876134275,3.8106040606,2.6915985825,0.2478690497,6.288343558282206,6.288343558282206,15.116279069767447,52936.652088711664,58376.75198909232,100239.93534195954,0.029058959786014128,0.7743128368586758,64.27079192610805,0.6445042552056367,-3.6075036075036038
2020-06-03,7.02,7.08,6.87,7.02,179500,0.01298701298701288,0.2876134275,3.8106040606,2.6915985825,0.2478690497,7.175572519083961,4.309063893016329,12.86173633440515,53426.271840125846,48383.3042558439,91917.2835751217,0.027776155500737282,0.9181683399363713,66.13716314255072,0.3731141752501063,-3.703703703703698
2020-06-04,7.02,7.08,6.86,6.99,389980,-0.004273504273504147,0.2876134275,3.8106040606,2.6915985825,0.2478690497,5.112781954887224,5.58912386706949,12.924071082390952,48320.606674079034,50125.578928504954,90789.59305378172,0.027018289474608194,0.916872688457764,64.91981350726445,0.5228321399942091,-2.288984263233196
2020-06-05,6.96,7.13,6.89,7.11,232510,0.017167381974249052,0.2876134275,3.8106040606,2.6915985825,0.2478690497,5.646359583952454,9.38461538461539,15.422077922077925,49132.04428097186,58563.873859978106,96759.58168281794,0.025828063307195826,0.7683728110471159,67.49695625348417,0.9901642348901964,-2.812939521800284
2020-06-08,7.16,7.22,7.08,7.11,296450,0.0,0.2876134275,3.8106040606,2.6915985825,0.2478690497,-1.1126564673157202,9.38461538461539,15.422077922077925,-9648.163742802266,58563.873859978106,96759.58168281794,0.025828063307195826,0.7683728110471159,67.49695625348417,0.9590410968147216,-4.078762306610406
2020-06-09,7.11,7.19,7.02,7.05,244040,-0.008438818565400963,0.2876134275,3.8106040606,2.6915985825,0.2478690497,1.7316017316017396,8.128834355828229,11.198738170347,2596.7663347198536,55533.41842343153,77804.42564687072,0.026387249732583263,1.0158362879204506,64.73903310001884,0.7684848142413919,-1.9858156028368712
2020-06-10,7.05,7.17,7.01,7.1,220180,0.007092198581560183,0.2876134275,3.8106040606,2.6915985825,0.2478690497,1.139601139601143,8.3969465648855,12.341772151898734,1827.1577872389626,55253.429627364814,80535.76511036936,0.026361740602592932,0.9536553060133706,65.98628861111816,0.7781478509907362,-3.3802816901408406
2020-06-11,7.14,7.23,6.64,6.73,758190,-0.05211267605633796,0.2876134275,3.8106040606,2.6915985825,0.2478690497,-3.719599427753928,1.2030075187969835,5.651491365777095,-36017.570875334764,12303.035798744284,38742.01854235372,0.03234428469405713,0.2614832825994858,51.4758342530376,-0.2162111583555054,1.3372956909361022
2020-06-12,6.66,6.79,6.59,6.76,370980,0.004457652303120341,0.2876134275,3.8106040606,2.6915985825,0.2478690497,-4.922644163150503,0.4457652303120341,3.6809815950920255,-38355.45900675583,10776.585274216042,24831.04021480152,0.03216276506624999,0.37223475024123764,52.390009831149065,-0.34512622730877546,0.14792899408284654
2020-06-15,6.76,6.83,6.66,6.66,331850,-0.014792899408283988,0.2876134275,3.8106040606,2.6915985825,0.2478690497,-6.329113924050633,-7.371349095966629,1.2158054711246313,-43264.48267539487,-52912.646418197124,16010.32942959799,0.021900077661602634,0.5041394152162837,49.07134832846206,-1.441794999775662,-2.7027027027026973
2020-06-16,6.66,6.76,6.65,6.68,156540,0.0030030030030030463,0.2876134275,3.8106040606,2.6915985825,0.2478690497,-5.248226950354606,-3.6075036075036038,2.4539877300613577,-40734.98330260432,-38138.21696788446,20238.535021207856,0.019563945051105938,0.43288490717383227,49.7568461041556,-0.9408465867515997,-3.8922155688622673
2020-06-17,6.68,6.76,6.68,6.76,177640,0.011976047904191711,0.2876134275,3.8106040606,2.6915985825,0.2478690497,-4.788732394366191,-3.703703703703698,0.4457652303120341,-40169.11843659163,-38341.96064935265,10041.343606491238,0.019471728326472544,0.5061507326890544,52.5103609051058,-0.9983544897985986,-3.698224852071008
2020-06-18,6.76,6.85,6.69,6.83,89100,0.010355029585798814,0.2876134275,3.8106040606,2.6915985825,0.2478690497,1.4858841010401136,-2.288984263233196,3.1722054380664666,264.824558657922,-35752.74631667683,14372.832611828122,0.019958274100810247,0.35841930837712244,54.84239123723672,-0.8232752453709934,-5.1244509516837455
2020-06-19,6.83,6.97,6.83,6.91,125480,0.01171303074670571,0.2876134275,3.8106040606,2.6915985825,0.2478690497,2.2189349112426093,-2.812939521800284,6.307692307692303,80.87580534297058,-38274.58320141285,20289.290658565256,0.019440128738407933,0.20345955528347612,57.41608875743131,-0.9524408176388185,-6.367583212735173
2020-06-22,6.82,6.97,6.82,6.82,207250,-0.013024602026049159,0.2876134275,3.8106040606,2.6915985825,0.2478690497,2.402402402402415,-4.078762306610406,4.923076923076919,2290.5507040833236,-40973.93197131153,17589.94188866657,0.019675898255023024,0.26932241076260416,53.70757961324217,-1.1824591447077022,-4.545454545454552
2020-06-23,6.82,6.98,6.82,6.91,159630,0.01319648093841641,0.2876134275,3.8106040606,2.6915985825,0.2478690497,3.4431137724550975,-1.9858156028368712,5.981595092024539,3927.0148661926382,-36807.96843641167,18725.449987019856,0.020310067439004056,0.19869655512799425,56.71819837115161,-0.8706942983977225,-5.354558610709114
2020-06-24,6.98,6.98,6.85,6.86,115330,-0.00723589001447178,0.2876134275,3.8106040606,2.6915985825,0.2478690497,1.479289940828421,-3.3802816901408406,4.732824427480931,965.0745211229921,-39204.043915468625,16049.385711896191,0.020116455448067193,0.2745185467102834,54.59396282058831,-1.081389766398066,-4.664723032069973
2020-06-25,6.86,6.88,6.79,6.82,162680,-0.005830903790087438,0.2876134275,3.8106040606,2.6915985825,0.2478690497,-0.14641288433381305,1.3372956909361022,2.556390977443601,-906.1300435431067,-641.3054848851697,11661.730313859112,0.010783836238473331,0.41697799962011134,52.887457657588,-0.3668382911650271,-3.8123167155425297
2020-06-26,6.82,6.91,6.77,6.77,83160,-0.007331378299120339,0.2876134275,3.8106040606,2.6915985825,0.2478690497,-2.026049204052105,0.14792899408284654,0.5943536404160454,-2985.5585609945865,-2904.682755651601,7871.90251856444,0.011051285109326814,0.5495091429775371,50.75190619331925,-0.5991003224582058,-2.0679468242245203
2020-06-29,6.77,6.77,6.47,6.48,309150,-0.04283604135893637,0.2876134275,3.8106040606,2.6915985825,0.2478690497,-4.985337243401755,-2.7027027027026973,-9.874826147426985,-13528.971977211078,-11238.42127312774,-64151.06769132486,0.017152928970881227,-1.2296381554340727,40.52972292494148,-1.094940349080388,1.6975308641975273
2020-06-30,6.6,6.6,6.36,6.42,277700,-0.0092592592592593,0.29194102,5.224210788,3.5125185536,0.2359980422,-7.09117221418235,-3.8922155688622673,-7.359307359307355,-18206.822525706797,-14279.807659514143,-52418.0246273986,0.0171460562350099,-1.4844660104083829,38.78896864143506,-1.2947163047774515,4.828660436137078
2020-07-01,6.51,6.53,6.42,6.51,82590,0.014018691588784993,0.29194102,5.224210788,3.5125185536,0.2359980422,-5.102040816326536,-3.698224852071008,-7.264957264957261,-16214.503592020017,-15249.429070897006,-53591.38972024966,0.017366005757406034,-1.471999037997532,42.76030858529719,-1.2394169148221574,3.9938556067588227
2020-07-02,6.6,6.6,6.48,6.48,71840,-0.004608294930875445,0.29194102,5.224210788,3.5125185536,0.2359980422,-4.985337243401755,-5.1244509516837455,-7.296137339055786,-15596.992071282682,-16503.122114825772,-52255.868431502604,0.016657945386470183,-1.468699960962784,41.78708445938479,-1.4258868637472157,4.012345679012341
