time,open,high,low,close,volume,daily_return,FEAT_DebtEquity_quarterly,FEAT_PE_quarterly,FEAT_EVEBITDA_quarterly,FEAT_ROE_quarterly,price_mom_5d,price_mom_10d,price_mom_20d,vol_w_mom_5d,vol_w_mom_10d,vol_w_mom_20d,volatility_10d,skewness_20d,rsi_14d,zscore_mom_10d_60w,FUT_RET_10D
2020-04-16,10.53,10.71,10.53,10.53,36500,0.0,,,,,-1.6806722689075793,-1.6806722689075793,-22.115384615384613,-19.746353287452212,-33.996460109842474,-38.56488627347298,0.00576827264725448,-3.0692390267783978,26.385564735219717,0.6948693777154619,9.306742640075981
2020-04-17,10.71,11.15,10.48,11.15,30966,0.058879392212725534,,,,,5.487228003784295,4.108309990662917,-17.529585798816562,1812.6632327691923,1789.2627991494164,1784.694372985786,0.02004777377996083,-2.3267228563377524,42.69648807847764,1.3441335995630248,3.2286995515695027
2020-04-20,11.15,11.6,11.15,11.6,800,0.04035874439461873,,,,,10.161443494776833,9.227871939736353,-14.201183431952657,1855.546254774954,1840.0371896230952,1816.981368501481,0.022427993657080557,-2.1586631729345505,51.15578391808858,1.835702425013929,-3.87931034482758
2020-04-21,11.47,12.94,11.47,12.05,16600,0.03879310344827602,,,,,14.434947768281114,13.465160075329585,4.691572545612521,2499.511772016336,2484.002706864477,2713.6835721333955,0.02398292723638301,-0.3386930086792536,57.85579503300604,2.2107399213865113,-8.547717842323665
2020-04-22,12.09,12.14,12.09,12.09,2600,0.003319502074688785,,,,,14.814814814814813,13.841807909604519,12.885154061624648,2508.1424774105267,2492.633412258668,2868.274312279975,0.023805858134631045,1.319917027997631,58.40201408452435,2.12986368556721,-10.339123242349046
2020-04-23,11.91,12.05,11.47,11.6,1300,-0.04052936311000832,,,,,10.161443494776833,8.309990662931831,6.1299176578225145,2455.454305367516,2435.7079520800635,2694.3909955124086,0.02931504045716524,0.8707919926557931,49.87440173990268,1.5552677144536504,-8.103448275862068
2020-04-24,11.42,11.6,11.38,11.6,3600,0.0,,,,,4.035874439461873,9.744560075685893,8.309990662931831,632.1950461082571,2444.8582788774493,2702.442230645071,0.028532370789017318,0.8708440587089047,49.87440173990268,1.6885077351172864,-8.448275862068966
2020-04-27,11.42,11.82,11.42,11.82,200,0.018965517241379404,,,,,1.8965517241379404,12.250712250712258,11.299435028248595,603.701154040838,2459.247408815792,2728.0840735891456,0.028242924605323624,0.6873748697348114,53.41625066419496,1.9100342391463059,-9.813874788494081
2020-04-28,11.64,11.64,11.56,11.56,2200,-0.021996615905245376,,,,,-4.066390041493772,9.781576448243134,8.851224105461398,-88.65691819208392,2410.854853824252,2679.691518597606,0.030076591824544814,0.6702834175970798,49.008870547810716,1.64751757151452,-7.352941176470584
2020-04-29,11.6,11.6,11.2,11.6,3400,0.0034602076124565784,,,,,-4.052936311000832,10.161443494776833,10.687022900763354,-85.52291770392239,2422.619559706605,2717.8215728792047,0.02997130698327047,0.6099878569508579,49.69653462505987,1.6224564778658863,-7.672413793103439
2020-05-04,11.51,11.6,11.51,11.51,3500,-0.00775862068965516,,,,,-0.775862068965516,9.306742640075981,7.469654528478054,-59.98991807470464,2395.4643872928114,2361.467927182969,0.03036043218517028,0.8127344549510397,48.123963502183095,1.4988977616038996,-6.9504778453518545
2020-05-05,11.51,11.51,11.51,11.51,0,0.0,,,,,-0.775862068965516,3.2286995515695027,7.469654528478054,-59.98991807470464,572.2051280335525,2361.467927182969,0.024907139397293294,0.8127344549510397,48.123963502183095,0.9047047489891996,-6.9504778453518545
2020-05-06,11.15,11.15,11.15,11.15,100,-0.0312771503040834,,,,,-5.668358714043997,-3.87931034482758,4.990583804143145,-66.91073655338886,536.7904174874491,2376.827607110544,0.023370092952643324,0.6614428241652308,41.96384801965988,0.22959683093594122,-3.58744394618834
2020-05-07,11.15,11.15,11.02,11.02,2200,-0.011659192825112186,,,,,-4.6712802768166135,-8.547717842323665,3.766478342749524,-44.16840577709584,-132.82532396917975,2351.1773828952973,0.01800727129840107,0.7128708363132651,39.97395329468945,-0.2063046794691724,-0.8166969147005432
2020-05-08,11.06,11.06,10.71,10.84,4300,-0.016333938294010864,,,,,-6.5517241379310365,-10.339123242349046,2.0715630885122405,-126.16904632369491,-211.6919640276173,2280.9414482310503,0.0176120832814423,0.7683623133462357,37.334131079100914,-0.36325556247865826,0.8302583025830312
2020-05-11,10.71,10.71,10.57,10.66,20104,-0.016605166051660514,,,,,-7.384882710686358,-8.103448275862068,-0.46685340802988806,-432.84413221248485,-492.8340502871895,1942.8739017928742,0.014453491126536648,0.8918760958323021,34.855277861629034,-0.15319087709524218,5.909943714821764
2020-05-12,10.48,10.62,10.48,10.62,19019,-0.0037523452157599557,,,,,-7.732406602953956,-8.448275862068966,0.47303689687794304,-504.20998587102343,-564.1999039457281,1880.6583749317215,0.014260902226141058,0.8563209630965944,34.310099128947954,-0.19214157963382267,0.847457627118664
