time,open,high,low,close,volume,daily_return,FEAT_DebtEquity_quarterly,FEAT_PE_quarterly,FEAT_EVEBITDA_quarterly,FEAT_ROE_quarterly,price_mom_5d,price_mom_10d,price_mom_20d,vol_w_mom_5d,vol_w_mom_10d,vol_w_mom_20d,volatility_10d,skewness_20d,rsi_14d,zscore_mom_10d_60w,FUT_RET_10D
2021-04-20,11.39,11.47,11.29,11.43,90100,0.0035118525021948788,0.8277434934,10.2730262643,9.4214648163,0.1697281405,-1.7196904557179815,0.7048458149779835,1.0610079575596787,-2010.0735026334273,17298.27915904302,21534.727153807136,0.01930258076601028,1.2565925589204383,51.37716354582062,0.2874064111318748,-8.04899387576553
2021-04-22,11.43,11.43,10.65,11.07,128000,-0.03149606299212593,0.8277434934,10.2730262643,9.4214648163,0.1697281405,-5.465414175918026,-2.466960352422898,-1.4247551202137165,-7208.895446966897,13266.783096050902,18487.846475430404,0.021860044927921644,0.7988609728691671,43.0120580895249,-0.07083662911138114,-4.697380307136401
2021-04-23,11.07,11.35,11.07,11.15,80200,0.0072267389340561206,0.8277434934,10.2730262643,9.4214648163,0.1697281405,-3.796376186367556,-0.8888888888888835,-0.7123775601068583,-4940.498004096906,15485.134078385983,19067.430937941706,0.0219160818767146,0.7215279630578008,45.14930927678591,0.09573712101805176,-4.843049327354265
2021-04-26,11.19,11.19,10.83,10.91,110300,-0.021524663677130018,0.8277434934,10.2730262643,9.4214648163,0.1697281405,-5.867126833477132,-3.8766519823788537,-0.9082652134423275,-7314.668407684347,11680.74145257631,17952.922155013213,0.02254222850944817,0.6977493296088635,40.269981813451786,-0.2629768992797555,-1.8331805682859748
2021-04-27,10.83,10.83,10.63,10.83,92700,-0.007332722273143966,0.8277434934,10.2730262643,9.4214648163,0.1697281405,-4.916593503072875,-8.915054667788059,-2.168021680216803,-6189.407448340947,-10798.825690690419,16806.693786668784,0.013554619954683435,0.8138104781167415,38.766064371149334,-0.8703788025092424,-0.5540166204986208
2021-04-28,10.83,10.83,10.59,10.63,88100,-0.0184672206832871,0.8277434934,10.2730262643,9.4214648163,0.1697281405,-6.9991251093613265,-8.598452278589852,-3.6264732547597323,-8132.787500986298,-10142.861003619724,15644.410957931,0.013240896158729433,0.838652246794547,35.224374387068536,-0.9098897018933868,0.37629350893695346
2021-04-29,10.75,10.77,10.63,10.73,96700,0.00940733772342428,0.8277434934,10.2730262643,9.4214648163,0.1697281405,-3.0713640469738013,-8.36891545687447,-3.766816143497753,-3191.601880139051,-10400.49732710595,14948.298158578486,0.0135944998617601,0.8534166966910212,38.26154557609577,-0.9563171562118165,-0.5591798695247063
2021-05-04,10.14,10.73,10.14,10.61,176900,-0.011183597390494016,0.8277434934,10.2730262643,9.4214648163,0.1697281405,-4.843049327354265,-8.455565142364108,-5.520926090828149,-5749.564721028743,-10690.06272512565,12388.753860917577,0.01361018008636587,1.012547367850882,36.07561042842873,-1.1135064798196121,-0.37700282752120007
2021-05-05,10.63,10.73,10.55,10.57,190500,-0.0037700282752120007,0.8277434934,10.2730262643,9.4214648163,0.1697281405,-3.1164069660861604,-8.800690250215704,-7.5240594925634285,-4093.5847038691886,-11408.253111553535,6685.701497641999,0.013392534918045327,1.2472513023225245,35.35061516678594,-1.2899099671333787,0.0
2021-05-06,10.57,10.63,10.37,10.55,173100,-0.0018921475875117721,0.8277434934,10.2730262643,9.4214648163,0.1697281405,-2.5854108956602007,-7.374890254609301,-8.340573414422236,-3741.372096547031,-9930.779544887977,5050.734179815022,0.013231731388422995,1.3613304380111821,34.97217363351358,-1.1698660746931808,-1.516587677725123
