time,open,high,low,close,volume
2020-01-02,17.26,17.26,17.26,17.26,100
2020-01-03,17.26,17.26,17.26,17.26,0
2020-01-06,17.26,17.26,17.26,17.26,0
2020-01-07,17.26,17.26,17.26,17.26,3
2020-01-08,15.73,15.73,15.73,15.73,100
2020-01-09,15.73,15.73,15.73,15.73,1
2020-01-10,15.73,15.73,15.73,15.73,0
2020-01-13,15.73,15.73,15.73,15.73,0
2020-01-14,17.03,17.03,17.03,17.03,100
2020-01-15,17.03,17.03,17.03,17.03,0
2020-01-16,17.03,17.03,17.03,17.03,0
2020-01-17,17.03,17.03,17.03,17.03,0
2020-01-20,17.03,17.03,17.03,17.03,0
2020-01-21,17.03,17.03,17.03,17.03,0
2020-01-22,17.8,17.8,15.34,15.34,200
2020-01-30,16.88,16.88,16.88,16.88,200
2020-01-31,16.88,16.88,16.88,16.88,0
2020-02-03,18.57,18.57,18.57,18.57,100
2020-02-04,18.57,18.57,18.57,18.57,10
2020-02-05,18.57,18.57,18.57,18.57,0
2020-02-06,17.95,17.95,16.73,16.73,13596
2020-02-07,17.57,17.57,17.57,17.57,100
2020-02-10,18.49,18.49,18.49,18.49,100
2020-02-11,18.49,18.49,18.49,18.49,0
2020-02-12,17.03,17.03,17.03,17.03,9888
2020-02-13,17.57,17.57,17.03,17.03,3808
2020-02-14,17.03,17.03,17.03,17.03,0
2020-02-17,17.03,17.03,17.03,17.03,10
2020-02-18,17.03,17.03,17.03,17.03,0
2020-02-19,17.03,17.03,17.03,17.03,0
2020-02-20,18.49,18.49,18.49,18.49,100
2020-02-21,18.49,18.49,18.49,18.49,0
2020-02-24,18.49,18.49,18.49,18.49,0
2020-02-25,18.49,18.49,18.49,18.49,0
2020-02-26,18.49,18.49,18.49,18.49,0
2020-02-27,18.49,18.49,18.49,18.49,0
2020-02-28,18.49,18.49,18.49,18.49,0
2020-03-02,18.49,18.49,18.49,18.49,0
2020-03-03,18.49,18.49,18.49,18.49,0
2020-03-04,18.49,18.49,18.49,18.49,0
2020-03-05,18.49,18.49,18.49,18.49,0
2020-03-06,18.49,18.49,18.49,18.49,0
2020-03-09,18.49,18.49,18.49,18.49,0
2020-03-10,18.49,18.49,18.49,18.49,0
2020-03-11,18.49,18.49,18.49,18.49,0
2020-03-12,18.49,18.49,18.49,18.49,0
2020-03-13,18.49,18.49,18.49,18.49,0
2020-03-16,18.49,18.49,18.49,18.49,0
2020-03-17,18.49,18.49,18.49,18.49,0
2020-03-18,18.49,18.49,18.49,18.49,0
2020-03-19,18.49,18.49,18.49,18.49,0
2020-03-20,18.49,18.49,18.49,18.49,0
2020-03-23,18.49,18.49,18.49,18.49,0
2020-03-24,18.49,18.49,18.49,18.49,0
2020-03-25,18.49,18.49,18.49,18.49,0
2020-03-26,18.49,18.49,18.49,18.49,0
2020-03-27,19.18,19.18,19.18,19.18,100
2020-03-30,19.18,19.18,19.18,19.18,0
2020-03-31,19.18,19.18,19.18,19.18,0
2020-04-01,19.18,19.18,19.18,19.18,0
2020-04-03,19.18,19.18,19.18,19.18,0
2020-04-06,19.18,19.18,19.18,19.18,0
2020-04-07,19.18,19.18,19.18,19.18,4
2020-04-08,19.18,19.18,19.18,19.18,0
2020-04-09,19.18,19.18,19.18,19.18,0
2020-04-10,19.18,19.18,19.18,19.18,0
2020-04-13,19.18,19.18,19.18,19.18,0
2020-04-14,19.18,19.18,19.18,19.18,0
2020-04-15,19.18,19.18,19.18,19.18,0
2020-04-16,19.18,19.18,19.18,19.18,0
2020-04-17,19.18,19.18,19.18,19.18,0
2020-04-20,19.18,19.18,19.18,19.18,4
2020-04-21,19.18,19.18,19.18,19.18,0
2020-04-22,19.18,19.18,19.18,19.18,0
2020-04-23,19.18,19.18,19.18,19.18,0
2020-04-24,19.18,19.18,19.18,19.18,0
2020-04-27,19.18,19.18,19.18,19.18,0
2020-04-28,19.18,19.18,19.18,19.18,0
2020-04-29,19.18,19.18,19.18,19.18,0
2020-05-04,19.18,19.18,19.18,19.18,0
2020-05-05,19.18,19.18,19.18,19.18,0
2020-05-06,19.18,19.18,19.18,19.18,0
2020-05-07,19.33,19.33,19.33,19.33,200
2020-05-08,19.33,19.33,19.33,19.33,0
2020-05-11,19.33,19.33,19.33,19.33,0
2020-05-12,19.33,19.33,19.33,19.33,0
2020-05-13,19.33,19.33,19.33,19.33,0
2020-05-14,19.18,19.18,19.18,19.18,200
2020-05-15,19.18,19.18,19.18,19.18,0
2020-05-18,19.18,19.18,19.18,19.18,0
2020-05-19,19.18,19.18,19.18,19.18,4
2020-05-20,19.18,19.18,19.18,19.18,0
2020-05-21,19.18,19.18,19.18,19.18,0
2020-05-22,19.18,19.18,19.18,19.18,0
2020-05-25,19.18,19.18,19.18,19.18,0
2020-05-26,19.18,19.18,19.18,19.18,7
2020-05-27,19.18,19.18,19.18,19.18,0
2020-05-28,19.18,19.18,19.18,19.18,0
2020-05-29,19.18,19.18,19.18,19.18,0
2020-06-01,19.56,19.56,19.56,19.56,100
2020-06-02,19.1,19.1,19.1,19.1,200
2020-06-03,19.1,19.1,19.1,19.1,0
2020-06-04,17.26,17.26,17.26,17.26,200
2020-06-05,17.26,17.26,17.26,17.26,0
2020-06-08,17.26,17.26,17.26,17.26,0
2020-06-09,17.26,17.26,17.26,17.26,0
2020-06-10,15.57,15.57,15.57,15.57,200
2020-06-11,15.57,15.57,15.57,15.57,0
2020-06-12,17.11,17.11,14.04,14.04,400
2020-06-15,12.66,12.66,12.66,12.66,200
2020-06-16,13.81,13.81,13.81,13.81,100
2020-06-17,12.43,12.43,12.43,12.43,1000
2020-06-18,13.5,13.58,13.5,13.58,300
2020-06-19,13.66,14.81,12.28,12.28,400
2020-06-22,13.43,13.43,12.28,12.28,1900
2020-06-23,13.5,13.5,13.04,13.04,700
2020-06-24,13.66,14.27,11.74,14.19,2000
2020-06-25,14.19,14.19,14.19,14.19,0
2020-06-26,14.12,14.19,14.12,14.19,300
2020-06-29,14.12,14.12,14.12,14.12,400
2020-06-30,14.12,14.12,14.12,14.12,0
2020-07-01,14.04,14.12,13.96,13.96,700
2020-07-02,13.96,13.96,13.96,13.96,1
2020-07-03,12.58,12.58,12.58,12.58,104
2020-07-06,12.58,13.73,12.58,13.73,1036
2020-07-07,15.0,15.09,15.0,15.09,344
2020-07-08,16.5,16.5,16.5,16.5,102
2020-07-09,16.5,16.5,16.5,16.5,0
2020-07-10,18.0,18.0,18.0,18.0,210
2020-07-13,18.0,18.0,18.0,18.0,0
2020-07-14,18.0,18.0,18.0,18.0,0
2020-07-15,18.0,18.0,18.0,18.0,10
2020-07-16,18.0,18.0,18.0,18.0,2
2020-07-17,18.0,18.0,18.0,18.0,1
2020-07-20,18.0,18.0,18.0,18.0,0
2020-07-21,18.0,18.0,18.0,18.0,1
2020-07-22,18.0,18.0,18.0,18.0,8
2020-07-23,18.0,18.0,18.0,18.0,0
2020-07-24,16.25,17.84,16.25,17.84,201
2020-07-27,17.84,17.84,17.84,17.84,0
2020-07-28,17.84,17.84,17.84,17.84,0
2020-07-29,17.84,17.84,17.84,17.84,0
2020-07-30,16.09,17.84,16.09,17.84,400
2020-07-31,17.84,17.84,17.84,17.84,0
2020-08-03,17.84,17.84,17.84,17.84,0
2020-08-04,17.84,17.84,17.84,17.84,0
2020-08-05,17.84,17.84,17.84,17.84,0
2020-08-06,17.84,17.84,17.84,17.84,0
2020-08-07,18.34,18.34,18.34,18.34,300
2020-08-10,18.34,18.34,18.34,18.34,0
2020-08-11,18.34,18.34,18.34,18.34,0
2020-08-12,18.34,18.34,18.34,18.34,0
2020-08-13,18.34,18.34,18.34,18.34,0
2020-08-14,18.34,18.34,18.34,18.34,0
2020-08-17,18.34,18.34,18.34,18.34,0
2020-08-18,18.34,18.34,18.34,18.34,0
2020-08-19,18.34,18.34,18.34,18.34,0
2020-08-20,18.34,18.34,18.34,18.34,0
2020-08-21,18.34,18.34,18.34,18.34,0
2020-08-24,18.34,18.34,18.34,18.34,30
2020-08-25,16.5,16.5,16.5,16.5,320
2020-08-26,16.5,16.5,16.5,16.5,1
2020-08-27,16.5,16.5,16.5,16.5,0
2020-08-28,18.0,18.0,18.0,18.0,300
2020-08-31,18.0,18.0,18.0,18.0,0
2020-09-01,18.0,18.0,18.0,18.0,0
2020-09-03,19.09,19.09,19.09,19.09,108
2020-09-04,19.09,19.09,19.09,19.09,0
2020-09-07,19.09,19.09,19.09,19.09,0
2020-09-08,19.09,19.09,19.09,19.09,0
2020-09-09,19.09,19.09,19.09,19.09,0
2020-09-10,19.09,19.09,19.09,19.09,0
2020-09-11,19.09,19.09,19.09,19.09,0
2020-09-14,19.09,19.09,19.09,19.09,0
2020-09-15,18.92,19.01,18.92,19.01,400
2020-09-16,19.01,19.01,19.01,19.01,0
2020-09-17,19.01,19.01,19.01,19.01,0
2020-09-18,19.01,19.01,19.01,19.01,0
2020-09-21,19.01,19.01,19.01,19.01,0
2020-09-22,19.01,19.01,19.01,19.01,0
2020-09-23,19.01,19.01,19.01,19.01,1
2020-09-24,19.01,19.01,19.01,19.01,0
2020-09-25,19.01,19.01,19.01,19.01,0
2020-09-28,19.01,19.01,19.01,19.01,0
2020-09-29,19.01,19.01,19.01,19.01,0
2020-09-30,19.01,19.01,19.01,19.01,0
2020-10-01,19.01,19.01,19.01,19.01,0
2020-10-02,19.01,19.01,19.01,19.01,0
2020-10-05,19.01,19.01,19.01,19.01,0
2020-10-06,19.01,19.01,19.01,19.01,0
2020-10-07,19.01,19.01,19.01,19.01,0
2020-10-08,19.01,19.01,19.01,19.01,0
2020-10-09,19.01,19.01,19.01,19.01,0
2020-10-12,19.01,19.01,19.01,19.01,0
2020-10-13,19.01,19.01,19.01,19.01,0
2020-10-14,19.01,19.01,19.01,19.01,0
2020-10-15,19.01,19.01,19.01,19.01,0
2020-10-16,19.17,19.17,19.17,19.17,200
2020-10-19,19.17,19.17,19.17,19.17,0
2020-10-20,19.17,19.17,19.17,19.17,0
2020-10-21,19.17,19.17,19.17,19.17,0
2020-10-22,19.17,19.17,19.17,19.17,0
2020-10-23,19.17,19.17,19.17,19.17,0
2020-10-26,19.17,19.17,19.17,19.17,0
2020-10-27,19.17,19.17,19.17,19.17,0
2020-10-28,19.17,19.17,19.17,19.17,0
2020-10-29,19.17,19.17,19.17,19.17,0
2020-10-30,19.17,19.17,19.17,19.17,0
2020-11-02,19.17,19.17,19.17,19.17,0
2020-11-03,19.17,19.17,19.17,19.17,0
2020-11-04,19.17,19.17,19.17,19.17,0
2020-11-05,19.17,19.17,19.17,19.17,0
2020-11-06,19.17,19.17,19.17,19.17,0
2020-11-09,19.17,19.17,19.17,19.17,0
2020-11-10,19.17,19.17,19.17,19.17,0
2020-11-11,19.17,19.17,19.17,19.17,0
2020-11-12,19.17,19.17,19.17,19.17,0
2020-11-13,17.25,17.25,17.25,17.25,100
2020-11-16,17.25,17.25,17.25,17.25,0
2020-11-17,17.25,17.25,17.25,17.25,0
2020-11-18,16.67,17.17,16.67,17.17,400
2020-11-19,17.17,17.17,17.17,17.17,0
2020-11-20,15.5,15.5,15.5,15.5,100
2020-11-23,16.59,16.59,14.0,15.75,1600
